------------------------------------------------------------------------------------
Date: 5/15/2020 -- 20:42:09 (uptime: 0d, 00h 00m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 61164
decoder.pkts                                  | Total                     | 61235
decoder.bytes                                 | Total                     | 40435039
decoder.ipv4                                  | Total                     | 60793
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 61235
decoder.tcp                                   | Total                     | 35392
decoder.udp                                   | Total                     | 25393
decoder.avg_pkt_size                          | Total                     | 660
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 120
flow.udp                                      | Total                     | 114
decoder.event.ipv4.opt_pad_required           | Total                     | 10
tcp.sessions                                  | Total                     | 102
tcp.syn                                       | Total                     | 102
tcp.synack                                    | Total                     | 103
tcp.rst                                       | Total                     | 39
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.tls                            | Total                     | 102
app_layer.flow.dns_udp                        | Total                     | 87
app_layer.tx.dns_udp                          | Total                     | 198
app_layer.flow.failed_udp                     | Total                     | 27
flow_mgr.closed_pruned                        | Total                     | 27
flow_mgr.new_pruned                           | Total                     | 28
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5689344
flow.memuse                                   | Total                     | 7534000
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:57:56 (uptime: 0d, 00h 03m 51s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 62535
decoder.pkts                                  | Total                     | 62615
decoder.bytes                                 | Total                     | 41208959
decoder.ipv4                                  | Total                     | 62142
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 62615
decoder.tcp                                   | Total                     | 35523
decoder.udp                                   | Total                     | 26611
decoder.avg_pkt_size                          | Total                     | 658
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 121
flow.udp                                      | Total                     | 119
decoder.event.ipv4.opt_pad_required           | Total                     | 10
tcp.sessions                                  | Total                     | 103
tcp.syn                                       | Total                     | 103
tcp.synack                                    | Total                     | 104
tcp.rst                                       | Total                     | 39
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.tls                            | Total                     | 103
app_layer.flow.dns_udp                        | Total                     | 91
app_layer.tx.dns_udp                          | Total                     | 208
app_layer.flow.failed_udp                     | Total                     | 28
flow_mgr.closed_pruned                        | Total                     | 28
flow_mgr.new_pruned                           | Total                     | 29
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_empty                           | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5697536
http.memuse                                   | Total                     | 2155
flow.memuse                                   | Total                     | 7535640
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:04 (uptime: 0d, 00h 03m 59s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 64159
decoder.pkts                                  | Total                     | 64243
decoder.bytes                                 | Total                     | 42137753
decoder.ipv4                                  | Total                     | 63757
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 64243
decoder.tcp                                   | Total                     | 35942
decoder.udp                                   | Total                     | 27807
decoder.avg_pkt_size                          | Total                     | 655
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 126
flow.udp                                      | Total                     | 136
decoder.event.ipv4.opt_pad_required           | Total                     | 10
tcp.sessions                                  | Total                     | 108
tcp.syn                                       | Total                     | 108
tcp.synack                                    | Total                     | 109
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 3
app_layer.flow.tls                            | Total                     | 106
app_layer.flow.dns_udp                        | Total                     | 108
app_layer.tx.dns_udp                          | Total                     | 242
app_layer.flow.failed_udp                     | Total                     | 28
flow_mgr.closed_pruned                        | Total                     | 28
flow_mgr.new_pruned                           | Total                     | 29
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5916672
http.memuse                                   | Total                     | 2155
flow.memuse                                   | Total                     | 7541544
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:12 (uptime: 0d, 00h 04m 07s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 65021
decoder.pkts                                  | Total                     | 65096
decoder.bytes                                 | Total                     | 42579034
decoder.ipv4                                  | Total                     | 64589
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 65096
decoder.tcp                                   | Total                     | 35993
decoder.udp                                   | Total                     | 28588
decoder.avg_pkt_size                          | Total                     | 654
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 127
flow.udp                                      | Total                     | 137
decoder.event.ipv4.opt_pad_required           | Total                     | 10
tcp.sessions                                  | Total                     | 109
tcp.syn                                       | Total                     | 109
tcp.synack                                    | Total                     | 110
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 3
app_layer.flow.tls                            | Total                     | 107
app_layer.flow.dns_udp                        | Total                     | 109
app_layer.tx.dns_udp                          | Total                     | 246
app_layer.flow.failed_udp                     | Total                     | 28
flow_mgr.closed_pruned                        | Total                     | 29
flow_mgr.new_pruned                           | Total                     | 29
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_empty                           | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5916672
http.memuse                                   | Total                     | 2155
flow.memuse                                   | Total                     | 7541872
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:20 (uptime: 0d, 00h 04m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 66384
decoder.pkts                                  | Total                     | 66461
decoder.bytes                                 | Total                     | 43315924
decoder.ipv4                                  | Total                     | 65936
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 66461
decoder.tcp                                   | Total                     | 36156
decoder.udp                                   | Total                     | 29771
decoder.avg_pkt_size                          | Total                     | 651
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 128
flow.udp                                      | Total                     | 138
decoder.event.ipv4.opt_pad_required           | Total                     | 11
tcp.sessions                                  | Total                     | 110
tcp.syn                                       | Total                     | 110
tcp.synack                                    | Total                     | 111
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 3
app_layer.flow.tls                            | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 109
app_layer.tx.dns_udp                          | Total                     | 246
app_layer.flow.failed_udp                     | Total                     | 29
flow_mgr.closed_pruned                        | Total                     | 29
flow_mgr.new_pruned                           | Total                     | 29
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 1
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5941248
http.memuse                                   | Total                     | 2155
flow.memuse                                   | Total                     | 7542200
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:28 (uptime: 0d, 00h 04m 23s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 67671
decoder.pkts                                  | Total                     | 67746
decoder.bytes                                 | Total                     | 43866472
decoder.ipv4                                  | Total                     | 67211
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 67746
decoder.tcp                                   | Total                     | 36306
decoder.udp                                   | Total                     | 30895
decoder.avg_pkt_size                          | Total                     | 647
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 129
flow.udp                                      | Total                     | 142
decoder.event.ipv4.opt_pad_required           | Total                     | 12
tcp.sessions                                  | Total                     | 111
tcp.syn                                       | Total                     | 111
tcp.synack                                    | Total                     | 112
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 3
app_layer.flow.tls                            | Total                     | 109
app_layer.flow.dns_udp                        | Total                     | 113
app_layer.tx.dns_udp                          | Total                     | 256
app_layer.flow.failed_udp                     | Total                     | 29
flow_mgr.closed_pruned                        | Total                     | 30
flow_mgr.new_pruned                           | Total                     | 32
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_empty                           | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5957632
http.memuse                                   | Total                     | 192
flow.memuse                                   | Total                     | 7542856
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:36 (uptime: 0d, 00h 04m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 68555
decoder.pkts                                  | Total                     | 68665
decoder.bytes                                 | Total                     | 44257216
decoder.ipv4                                  | Total                     | 68115
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 68665
decoder.tcp                                   | Total                     | 36444
decoder.udp                                   | Total                     | 31661
decoder.avg_pkt_size                          | Total                     | 644
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 129
flow.udp                                      | Total                     | 144
decoder.event.ipv4.opt_pad_required           | Total                     | 12
tcp.sessions                                  | Total                     | 111
tcp.syn                                       | Total                     | 111
tcp.synack                                    | Total                     | 112
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 5
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 3
app_layer.flow.tls                            | Total                     | 109
app_layer.flow.dns_udp                        | Total                     | 114
app_layer.tx.dns_udp                          | Total                     | 258
app_layer.flow.failed_udp                     | Total                     | 30
flow_mgr.closed_pruned                        | Total                     | 31
flow_mgr.new_pruned                           | Total                     | 32
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 5986304
http.memuse                                   | Total                     | 192
flow.memuse                                   | Total                     | 7543840
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:44 (uptime: 0d, 00h 04m 39s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 72796
decoder.pkts                                  | Total                     | 72969
decoder.bytes                                 | Total                     | 47100346
decoder.ipv4                                  | Total                     | 72399
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 72969
decoder.tcp                                   | Total                     | 39622
decoder.udp                                   | Total                     | 32767
decoder.avg_pkt_size                          | Total                     | 645
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 161
flow.udp                                      | Total                     | 179
decoder.event.ipv4.opt_pad_required           | Total                     | 12
tcp.sessions                                  | Total                     | 143
tcp.syn                                       | Total                     | 143
tcp.synack                                    | Total                     | 144
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 140
app_layer.flow.dns_udp                        | Total                     | 142
app_layer.tx.dns_udp                          | Total                     | 316
app_layer.flow.failed_udp                     | Total                     | 37
flow_mgr.closed_pruned                        | Total                     | 33
flow_mgr.new_pruned                           | Total                     | 32
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6651992
http.memuse                                   | Total                     | 1118
flow.memuse                                   | Total                     | 7564504
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:58:52 (uptime: 0d, 00h 04m 47s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 74056
decoder.pkts                                  | Total                     | 74133
decoder.bytes                                 | Total                     | 47665600
decoder.ipv4                                  | Total                     | 73541
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 74133
decoder.tcp                                   | Total                     | 39674
decoder.udp                                   | Total                     | 33857
decoder.avg_pkt_size                          | Total                     | 642
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 161
flow.udp                                      | Total                     | 179
decoder.event.ipv4.opt_pad_required           | Total                     | 12
tcp.sessions                                  | Total                     | 143
tcp.syn                                       | Total                     | 143
tcp.synack                                    | Total                     | 144
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 140
app_layer.flow.dns_udp                        | Total                     | 142
app_layer.tx.dns_udp                          | Total                     | 316
app_layer.flow.failed_udp                     | Total                     | 37
flow_mgr.closed_pruned                        | Total                     | 33
flow_mgr.new_pruned                           | Total                     | 33
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6651992
http.memuse                                   | Total                     | 288
flow.memuse                                   | Total                     | 7564176
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:00 (uptime: 0d, 00h 04m 55s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 74922
decoder.pkts                                  | Total                     | 75002
decoder.bytes                                 | Total                     | 48173170
decoder.ipv4                                  | Total                     | 74385
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 75002
decoder.tcp                                   | Total                     | 39733
decoder.udp                                   | Total                     | 34641
decoder.avg_pkt_size                          | Total                     | 642
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 162
flow.udp                                      | Total                     | 180
decoder.event.ipv4.opt_pad_required           | Total                     | 13
tcp.sessions                                  | Total                     | 144
tcp.syn                                       | Total                     | 144
tcp.synack                                    | Total                     | 145
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 141
app_layer.flow.dns_udp                        | Total                     | 143
app_layer.tx.dns_udp                          | Total                     | 320
app_layer.flow.failed_udp                     | Total                     | 37
flow_mgr.closed_pruned                        | Total                     | 37
flow_mgr.new_pruned                           | Total                     | 33
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 3
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 1
flow_mgr.flows_timeout_inuse                  | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65533
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6385752
http.memuse                                   | Total                     | 288
flow.memuse                                   | Total                     | 7561880
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:08 (uptime: 0d, 00h 05m 03s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 76195
decoder.pkts                                  | Total                     | 76266
decoder.bytes                                 | Total                     | 48851867
decoder.ipv4                                  | Total                     | 75634
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 76266
decoder.tcp                                   | Total                     | 39786
decoder.udp                                   | Total                     | 35836
decoder.avg_pkt_size                          | Total                     | 640
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 162
flow.udp                                      | Total                     | 180
decoder.event.ipv4.opt_pad_required           | Total                     | 14
tcp.sessions                                  | Total                     | 144
tcp.syn                                       | Total                     | 144
tcp.synack                                    | Total                     | 145
tcp.rst                                       | Total                     | 43
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 141
app_layer.flow.dns_udp                        | Total                     | 143
app_layer.tx.dns_udp                          | Total                     | 320
app_layer.flow.failed_udp                     | Total                     | 37
flow_mgr.closed_pruned                        | Total                     | 41
flow_mgr.new_pruned                           | Total                     | 34
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 1
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6391896
http.memuse                                   | Total                     | 288
flow.memuse                                   | Total                     | 7561552
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:16 (uptime: 0d, 00h 05m 11s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 77463
decoder.pkts                                  | Total                     | 77554
decoder.bytes                                 | Total                     | 49565701
decoder.ipv4                                  | Total                     | 76906
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 77554
decoder.tcp                                   | Total                     | 39881
decoder.udp                                   | Total                     | 37013
decoder.avg_pkt_size                          | Total                     | 639
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 163
flow.udp                                      | Total                     | 181
decoder.event.ipv4.opt_pad_required           | Total                     | 14
tcp.sessions                                  | Total                     | 145
tcp.syn                                       | Total                     | 145
tcp.synack                                    | Total                     | 146
tcp.rst                                       | Total                     | 45
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 142
app_layer.flow.dns_udp                        | Total                     | 144
app_layer.tx.dns_udp                          | Total                     | 324
app_layer.flow.failed_udp                     | Total                     | 37
flow_mgr.closed_pruned                        | Total                     | 42
flow_mgr.new_pruned                           | Total                     | 41
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6385752
http.memuse                                   | Total                     | 288
flow.memuse                                   | Total                     | 7559912
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:24 (uptime: 0d, 00h 05m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 78362
decoder.pkts                                  | Total                     | 78444
decoder.bytes                                 | Total                     | 50039521
decoder.ipv4                                  | Total                     | 77779
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 78444
decoder.tcp                                   | Total                     | 39943
decoder.udp                                   | Total                     | 37824
decoder.avg_pkt_size                          | Total                     | 637
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 163
flow.udp                                      | Total                     | 182
decoder.event.ipv4.opt_pad_required           | Total                     | 14
tcp.sessions                                  | Total                     | 145
tcp.syn                                       | Total                     | 145
tcp.synack                                    | Total                     | 146
tcp.rst                                       | Total                     | 45
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 142
app_layer.flow.dns_udp                        | Total                     | 144
app_layer.tx.dns_udp                          | Total                     | 324
app_layer.flow.failed_udp                     | Total                     | 38
flow_mgr.closed_pruned                        | Total                     | 43
flow_mgr.new_pruned                           | Total                     | 41
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6379608
http.memuse                                   | Total                     | 288
flow.memuse                                   | Total                     | 7559912
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:32 (uptime: 0d, 00h 05m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 79663
decoder.pkts                                  | Total                     | 79740
decoder.bytes                                 | Total                     | 50700855
decoder.ipv4                                  | Total                     | 79060
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 79740
decoder.tcp                                   | Total                     | 40062
decoder.udp                                   | Total                     | 38986
decoder.avg_pkt_size                          | Total                     | 635
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 164
flow.udp                                      | Total                     | 184
decoder.event.ipv4.opt_pad_required           | Total                     | 14
tcp.sessions                                  | Total                     | 146
tcp.syn                                       | Total                     | 146
tcp.synack                                    | Total                     | 147
tcp.rst                                       | Total                     | 45
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 143
app_layer.flow.dns_udp                        | Total                     | 145
app_layer.tx.dns_udp                          | Total                     | 328
app_layer.flow.failed_udp                     | Total                     | 39
flow_mgr.closed_pruned                        | Total                     | 46
flow_mgr.new_pruned                           | Total                     | 42
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6371416
http.memuse                                   | Total                     | 96
flow.memuse                                   | Total                     | 7559584
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:40 (uptime: 0d, 00h 05m 35s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 80779
decoder.pkts                                  | Total                     | 80853
decoder.bytes                                 | Total                     | 51269749
decoder.ipv4                                  | Total                     | 80158
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 80853
decoder.tcp                                   | Total                     | 40112
decoder.udp                                   | Total                     | 40032
decoder.avg_pkt_size                          | Total                     | 634
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 165
flow.udp                                      | Total                     | 186
decoder.event.ipv4.opt_pad_required           | Total                     | 16
tcp.sessions                                  | Total                     | 147
tcp.syn                                       | Total                     | 147
tcp.synack                                    | Total                     | 148
tcp.rst                                       | Total                     | 45
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 144
app_layer.flow.dns_udp                        | Total                     | 146
app_layer.tx.dns_udp                          | Total                     | 330
app_layer.flow.failed_udp                     | Total                     | 40
flow_mgr.closed_pruned                        | Total                     | 47
flow_mgr.new_pruned                           | Total                     | 42
flow.spare                                    | Total                     | 10000
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_empty                           | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6365272
http.memuse                                   | Total                     | 96
flow.memuse                                   | Total                     | 7559912
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:48 (uptime: 0d, 00h 05m 43s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 81616
decoder.pkts                                  | Total                     | 81698
decoder.bytes                                 | Total                     | 51687851
decoder.ipv4                                  | Total                     | 80978
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 81698
decoder.tcp                                   | Total                     | 40196
decoder.udp                                   | Total                     | 40768
decoder.avg_pkt_size                          | Total                     | 632
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 167
flow.udp                                      | Total                     | 188
decoder.event.ipv4.opt_pad_required           | Total                     | 16
tcp.sessions                                  | Total                     | 149
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 150
tcp.rst                                       | Total                     | 46
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 146
app_layer.flow.dns_udp                        | Total                     | 148
app_layer.tx.dns_udp                          | Total                     | 338
app_layer.flow.failed_udp                     | Total                     | 40
flow_mgr.closed_pruned                        | Total                     | 48
flow_mgr.new_pruned                           | Total                     | 42
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 1
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65535
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 4587520
tcp.reassembly_memuse                         | Total                     | 6383704
http.memuse                                   | Total                     | 96
flow.memuse                                   | Total                     | 7561224
------------------------------------------------------------------------------------
Date: 5/16/2020 -- 06:59:56 (uptime: 0d, 00h 05m 51s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 82899
decoder.pkts                                  | Total                     | 82991
decoder.bytes                                 | Total                     | 52393527
decoder.ipv4                                  | Total                     | 82246
decoder.ipv6                                  | Total                     | 2
decoder.ethernet                              | Total                     | 82991
decoder.tcp                                   | Total                     | 40299
decoder.udp                                   | Total                     | 41933
decoder.avg_pkt_size                          | Total                     | 631
decoder.max_pkt_size                          | Total                     | 1458
flow.tcp                                      | Total                     | 167
flow.udp                                      | Total                     | 188
decoder.event.ipv4.opt_pad_required           | Total                     | 16
tcp.sessions                                  | Total                     | 149
tcp.syn                                       | Total                     | 149
tcp.synack                                    | Total                     | 150
tcp.rst                                       | Total                     | 46
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 1
app_layer.flow.http                           | Total                     | 3
app_layer.tx.http                             | Total                     | 4
